index,group,yes_side,test_order,phase,type,audio,vowel,match,same_onset,needs_match_onset,visual_target,correct,repetition,normed_midpoint,voiced_sel,voiceless_sel,match_sel,mismatch_sel,step,path
29,NA,right,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,16,AHD_AHT_3_16.mp3
30,NA,right,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,8,AHG_AHK_3_8.mp3
31,NA,right,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,1,,B,P,NA,NA,3,IHB_IHP_5_3.mp3
32,NA,right,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,2,IHD_IHT_3_2.mp3
33,NA,right,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,7,IHG_IHK_5_7.mp3
34,NA,right,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,1,,B,P,NA,NA,3,UHB_UHP_5_3.mp3
35,NA,right,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,9,UHD_UHT_5_9.mp3
36,NA,right,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,7,UHG_UHK_5_7.mp3
37,NA,right,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,1,,B,P,NA,NA,6,AAB_AAP_1_6.mp3
38,NA,right,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,1,,D,T,NA,NA,11,AAD_AAT_5_11.mp3
39,NA,right,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,1,,G,K,NA,NA,6,AAG_AAK_3_6.mp3
40,NA,right,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,1,,B,P,NA,NA,5,AHB_AHP_3_5.mp3
41,NA,right,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,18,AHD_AHT_3_18.mp3
42,NA,right,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,10,AHG_AHK_3_10.mp3
43,NA,right,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,1,,B,P,NA,NA,5,IHB_IHP_5_5.mp3
44,NA,right,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,4,IHD_IHT_3_4.mp3
45,NA,right,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,9,IHG_IHK_5_9.mp3
46,NA,right,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,1,,B,P,NA,NA,5,UHB_UHP_5_5.mp3
47,NA,right,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,11,UHD_UHT_5_11.mp3
48,NA,right,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,9,UHG_UHK_5_9.mp3
49,NA,right,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,1,,B,P,NA,NA,8,AAB_AAP_1_8.mp3
50,NA,right,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,1,,D,T,NA,NA,13,AAD_AAT_5_13.mp3
51,NA,right,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,1,,G,K,NA,NA,8,AAG_AAK_3_8.mp3
52,NA,right,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,1,,B,P,NA,NA,7,AHB_AHP_3_7.mp3
53,NA,right,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,20,AHD_AHT_3_20.mp3
54,NA,right,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,12,AHG_AHK_3_12.mp3
55,NA,right,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,1,,B,P,NA,NA,7,IHB_IHP_5_7.mp3
56,NA,right,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,6,IHD_IHT_3_6.mp3
57,NA,right,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,11,IHG_IHK_5_11.mp3
58,NA,right,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,1,,B,P,NA,NA,7,UHB_UHP_5_7.mp3
59,NA,right,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,13,UHD_UHT_5_13.mp3
60,NA,right,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,11,UHG_UHK_5_11.mp3
61,NA,right,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,1,,B,P,NA,NA,12,AAB_AAP_1_12.mp3
62,NA,right,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,1,,D,T,NA,NA,17,AAD_AAT_5_17.mp3
63,NA,right,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,1,,G,K,NA,NA,12,AAG_AAK_3_12.mp3
64,NA,right,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,1,,B,P,NA,NA,11,AHB_AHP_3_11.mp3
65,NA,right,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,24,AHD_AHT_3_24.mp3
66,NA,right,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,16,AHG_AHK_3_16.mp3
67,NA,right,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,1,,B,P,NA,NA,11,IHB_IHP_5_11.mp3
68,NA,right,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,10,IHD_IHT_3_10.mp3
69,NA,right,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,15,IHG_IHK_5_15.mp3
70,NA,right,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,1,,B,P,NA,NA,11,UHB_UHP_5_11.mp3
71,NA,right,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,17,UHD_UHT_5_17.mp3
72,NA,right,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,15,UHG_UHK_5_15.mp3
73,NA,right,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,1,,B,P,NA,NA,14,AAB_AAP_1_14.mp3
74,NA,right,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,1,,D,T,NA,NA,19,AAD_AAT_5_19.mp3
75,NA,right,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,1,,G,K,NA,NA,14,AAG_AAK_3_14.mp3
76,NA,right,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,1,,B,P,NA,NA,13,AHB_AHP_3_13.mp3
77,NA,right,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,26,AHD_AHT_3_26.mp3
78,NA,right,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,18,AHG_AHK_3_18.mp3
79,NA,right,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,1,,B,P,NA,NA,13,IHB_IHP_5_13.mp3
80,NA,right,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,12,IHD_IHT_3_12.mp3
81,NA,right,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,17,IHG_IHK_5_17.mp3
82,NA,right,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,1,,B,P,NA,NA,13,UHB_UHP_5_13.mp3
83,NA,right,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,19,UHD_UHT_5_19.mp3
84,NA,right,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,17,UHG_UHK_5_17.mp3
85,NA,right,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,1,,B,P,NA,NA,16,AAB_AAP_1_16.mp3
86,NA,right,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,1,,D,T,NA,NA,21,AAD_AAT_5_21.mp3
87,NA,right,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,1,,G,K,NA,NA,16,AAG_AAK_3_16.mp3
88,NA,right,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,1,,B,P,NA,NA,15,AHB_AHP_3_15.mp3
89,NA,right,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,28,AHD_AHT_3_28.mp3
90,NA,right,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,20,AHG_AHK_3_20.mp3
91,NA,right,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,1,,B,P,NA,NA,15,IHB_IHP_5_15.mp3
92,NA,right,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,14,IHD_IHT_3_14.mp3
93,NA,right,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,19,IHG_IHK_5_19.mp3
94,NA,right,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,1,,B,P,NA,NA,15,UHB_UHP_5_15.mp3
95,NA,right,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,1,,D,T,NA,NA,21,UHD_UHT_5_21.mp3
96,NA,right,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,1,,G,K,NA,NA,19,UHG_UHK_5_19.mp3
97,NA,right,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,yes,1,,B,P,NA,NA,30,AAB_AAP_1_30.mp3
98,NA,right,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,yes,1,,D,T,NA,NA,30,AAD_AAT_5_30.mp3
99,NA,right,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,yes,1,,G,K,NA,NA,30,AAG_AAK_3_30.mp3
100,NA,right,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,yes,1,,B,P,NA,NA,30,AHB_AHP_3_30.mp3
101,NA,right,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,yes,1,,D,T,NA,NA,30,AHD_AHT_3_30.mp3
102,NA,right,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,yes,1,,G,K,NA,NA,30,AHG_AHK_3_30.mp3
103,NA,right,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,yes,1,,B,P,NA,NA,30,IHB_IHP_5_30.mp3
104,NA,right,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,yes,1,,D,T,NA,NA,30,IHD_IHT_3_30.mp3
105,NA,right,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,yes,1,,G,K,NA,NA,30,IHG_IHK_5_30.mp3
106,NA,right,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,yes,1,,B,P,NA,NA,30,UHB_UHP_5_30.mp3
107,NA,right,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,yes,1,,D,T,NA,NA,30,UHD_UHT_5_30.mp3
108,NA,right,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,yes,1,,G,K,NA,NA,30,UHG_UHK_5_30.mp3
109,NA,right,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,2,,B,P,NA,NA,10,AAB_AAP_1_10.mp3
110,NA,right,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,2,,D,T,NA,NA,15,AAD_AAT_5_15.mp3
111,NA,right,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,2,,G,K,NA,NA,10,AAG_AAK_3_10.mp3
112,NA,right,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,9,AHB_AHP_3_9.mp3
113,NA,right,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,22,AHD_AHT_3_22.mp3
114,NA,right,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,14,AHG_AHK_3_14.mp3
115,NA,right,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,9,IHB_IHP_5_9.mp3
116,NA,right,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,8,IHD_IHT_3_8.mp3
117,NA,right,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,13,IHG_IHK_5_13.mp3
118,NA,right,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,9,UHB_UHP_5_9.mp3
119,NA,right,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,15,UHD_UHT_5_15.mp3
120,NA,right,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,13,UHG_UHK_5_13.mp3
121,NA,right,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,2,,B,P,NA,NA,0,AAB_AAP_1_0.mp3
122,NA,right,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,2,,D,T,NA,NA,0,AAD_AAT_5_0.mp3
123,NA,right,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,2,,G,K,NA,NA,0,AAG_AAK_3_0.mp3
124,NA,right,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,0,AHB_AHP_3_0.mp3
125,NA,right,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,0,AHD_AHT_3_0.mp3
126,NA,right,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,0,AHG_AHK_3_0.mp3
127,NA,right,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,0,IHB_IHP_5_0.mp3
128,NA,right,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,0,IHD_IHT_3_0.mp3
129,NA,right,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,0,IHG_IHK_5_0.mp3
130,NA,right,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,0,UHB_UHP_5_0.mp3
131,NA,right,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,0,UHD_UHT_5_0.mp3
132,NA,right,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,0,UHG_UHK_5_0.mp3
133,NA,right,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,2,,B,P,NA,NA,4,AAB_AAP_1_4.mp3
134,NA,right,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,2,,D,T,NA,NA,9,AAD_AAT_5_9.mp3
135,NA,right,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,2,,G,K,NA,NA,4,AAG_AAK_3_4.mp3
136,NA,right,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,3,AHB_AHP_3_3.mp3
137,NA,right,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,16,AHD_AHT_3_16.mp3
138,NA,right,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,8,AHG_AHK_3_8.mp3
139,NA,right,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,3,IHB_IHP_5_3.mp3
140,NA,right,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,2,IHD_IHT_3_2.mp3
141,NA,right,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,7,IHG_IHK_5_7.mp3
142,NA,right,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,3,UHB_UHP_5_3.mp3
143,NA,right,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,9,UHD_UHT_5_9.mp3
144,NA,right,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,7,UHG_UHK_5_7.mp3
145,NA,right,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,2,,B,P,NA,NA,6,AAB_AAP_1_6.mp3
146,NA,right,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,2,,D,T,NA,NA,11,AAD_AAT_5_11.mp3
147,NA,right,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,2,,G,K,NA,NA,6,AAG_AAK_3_6.mp3
148,NA,right,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,5,AHB_AHP_3_5.mp3
149,NA,right,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,18,AHD_AHT_3_18.mp3
150,NA,right,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,10,AHG_AHK_3_10.mp3
151,NA,right,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,5,IHB_IHP_5_5.mp3
152,NA,right,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,4,IHD_IHT_3_4.mp3
153,NA,right,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,9,IHG_IHK_5_9.mp3
154,NA,right,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,5,UHB_UHP_5_5.mp3
155,NA,right,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,11,UHD_UHT_5_11.mp3
156,NA,right,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,9,UHG_UHK_5_9.mp3
157,NA,right,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,2,,B,P,NA,NA,8,AAB_AAP_1_8.mp3
158,NA,right,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,2,,D,T,NA,NA,13,AAD_AAT_5_13.mp3
159,NA,right,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,2,,G,K,NA,NA,8,AAG_AAK_3_8.mp3
160,NA,right,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,7,AHB_AHP_3_7.mp3
161,NA,right,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,20,AHD_AHT_3_20.mp3
162,NA,right,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,12,AHG_AHK_3_12.mp3
163,NA,right,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,7,IHB_IHP_5_7.mp3
164,NA,right,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,6,IHD_IHT_3_6.mp3
165,NA,right,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,11,IHG_IHK_5_11.mp3
166,NA,right,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,7,UHB_UHP_5_7.mp3
167,NA,right,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,13,UHD_UHT_5_13.mp3
168,NA,right,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,11,UHG_UHK_5_11.mp3
169,NA,right,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,2,,B,P,NA,NA,12,AAB_AAP_1_12.mp3
170,NA,right,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,2,,D,T,NA,NA,17,AAD_AAT_5_17.mp3
171,NA,right,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,2,,G,K,NA,NA,12,AAG_AAK_3_12.mp3
172,NA,right,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,11,AHB_AHP_3_11.mp3
173,NA,right,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,24,AHD_AHT_3_24.mp3
174,NA,right,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,16,AHG_AHK_3_16.mp3
175,NA,right,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,11,IHB_IHP_5_11.mp3
176,NA,right,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,10,IHD_IHT_3_10.mp3
177,NA,right,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,15,IHG_IHK_5_15.mp3
178,NA,right,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,11,UHB_UHP_5_11.mp3
179,NA,right,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,17,UHD_UHT_5_17.mp3
180,NA,right,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,15,UHG_UHK_5_15.mp3
181,NA,right,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,2,,B,P,NA,NA,14,AAB_AAP_1_14.mp3
182,NA,right,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,2,,D,T,NA,NA,19,AAD_AAT_5_19.mp3
183,NA,right,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,2,,G,K,NA,NA,14,AAG_AAK_3_14.mp3
184,NA,right,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,13,AHB_AHP_3_13.mp3
