index,group,yes_side,test_order,phase,type,audio,vowel,match,same_onset,needs_match_onset,visual_target,correct,repetition,normed_midpoint,voiced_sel,voiceless_sel,match_sel,mismatch_sel,step,path
182,NA,left,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,2,,D,T,NA,NA,19,AAD_AAT_5_19.mp3
183,NA,left,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,2,,G,K,NA,NA,14,AAG_AAK_3_14.mp3
184,NA,left,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,13,AHB_AHP_3_13.mp3
185,NA,left,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,26,AHD_AHT_3_26.mp3
186,NA,left,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,18,AHG_AHK_3_18.mp3
187,NA,left,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,13,IHB_IHP_5_13.mp3
188,NA,left,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,12,IHD_IHT_3_12.mp3
189,NA,left,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,17,IHG_IHK_5_17.mp3
190,NA,left,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,13,UHB_UHP_5_13.mp3
191,NA,left,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,19,UHD_UHT_5_19.mp3
192,NA,left,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,17,UHG_UHK_5_17.mp3
193,NA,left,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,2,,B,P,NA,NA,16,AAB_AAP_1_16.mp3
194,NA,left,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,2,,D,T,NA,NA,21,AAD_AAT_5_21.mp3
195,NA,left,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,2,,G,K,NA,NA,16,AAG_AAK_3_16.mp3
196,NA,left,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,15,AHB_AHP_3_15.mp3
197,NA,left,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,28,AHD_AHT_3_28.mp3
198,NA,left,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,20,AHG_AHK_3_20.mp3
199,NA,left,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,15,IHB_IHP_5_15.mp3
200,NA,left,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,14,IHD_IHT_3_14.mp3
201,NA,left,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,19,IHG_IHK_5_19.mp3
202,NA,left,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,2,,B,P,NA,NA,15,UHB_UHP_5_15.mp3
203,NA,left,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,2,,D,T,NA,NA,21,UHD_UHT_5_21.mp3
204,NA,left,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,2,,G,K,NA,NA,19,UHG_UHK_5_19.mp3
205,NA,left,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,yes,2,,B,P,NA,NA,30,AAB_AAP_1_30.mp3
206,NA,left,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,yes,2,,D,T,NA,NA,30,AAD_AAT_5_30.mp3
207,NA,left,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,yes,2,,G,K,NA,NA,30,AAG_AAK_3_30.mp3
208,NA,left,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,yes,2,,B,P,NA,NA,30,AHB_AHP_3_30.mp3
209,NA,left,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,yes,2,,D,T,NA,NA,30,AHD_AHT_3_30.mp3
210,NA,left,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,yes,2,,G,K,NA,NA,30,AHG_AHK_3_30.mp3
211,NA,left,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,yes,2,,B,P,NA,NA,30,IHB_IHP_5_30.mp3
212,NA,left,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,yes,2,,D,T,NA,NA,30,IHD_IHT_3_30.mp3
213,NA,left,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,yes,2,,G,K,NA,NA,30,IHG_IHK_5_30.mp3
214,NA,left,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,yes,2,,B,P,NA,NA,30,UHB_UHP_5_30.mp3
215,NA,left,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,yes,2,,D,T,NA,NA,30,UHD_UHT_5_30.mp3
216,NA,left,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,yes,2,,G,K,NA,NA,30,UHG_UHK_5_30.mp3
217,NA,left,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,3,,B,P,NA,NA,10,AAB_AAP_1_10.mp3
218,NA,left,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,3,,D,T,NA,NA,15,AAD_AAT_5_15.mp3
219,NA,left,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,3,,G,K,NA,NA,10,AAG_AAK_3_10.mp3
220,NA,left,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,9,AHB_AHP_3_9.mp3
221,NA,left,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,22,AHD_AHT_3_22.mp3
222,NA,left,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,14,AHG_AHK_3_14.mp3
223,NA,left,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,9,IHB_IHP_5_9.mp3
224,NA,left,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,8,IHD_IHT_3_8.mp3
225,NA,left,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,13,IHG_IHK_5_13.mp3
226,NA,left,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,9,UHB_UHP_5_9.mp3
227,NA,left,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,15,UHD_UHT_5_15.mp3
228,NA,left,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,13,UHG_UHK_5_13.mp3
229,NA,left,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,3,,B,P,NA,NA,0,AAB_AAP_1_0.mp3
230,NA,left,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,3,,D,T,NA,NA,0,AAD_AAT_5_0.mp3
231,NA,left,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,3,,G,K,NA,NA,0,AAG_AAK_3_0.mp3
232,NA,left,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,0,AHB_AHP_3_0.mp3
233,NA,left,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,0,AHD_AHT_3_0.mp3
234,NA,left,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,0,AHG_AHK_3_0.mp3
235,NA,left,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,0,IHB_IHP_5_0.mp3
236,NA,left,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,0,IHD_IHT_3_0.mp3
237,NA,left,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,0,IHG_IHK_5_0.mp3
238,NA,left,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,0,UHB_UHP_5_0.mp3
239,NA,left,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,0,UHD_UHT_5_0.mp3
240,NA,left,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,0,UHG_UHK_5_0.mp3
241,NA,left,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,3,,B,P,NA,NA,4,AAB_AAP_1_4.mp3
242,NA,left,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,3,,D,T,NA,NA,9,AAD_AAT_5_9.mp3
243,NA,left,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,3,,G,K,NA,NA,4,AAG_AAK_3_4.mp3
244,NA,left,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,3,AHB_AHP_3_3.mp3
245,NA,left,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,16,AHD_AHT_3_16.mp3
246,NA,left,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,8,AHG_AHK_3_8.mp3
247,NA,left,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,3,IHB_IHP_5_3.mp3
248,NA,left,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,2,IHD_IHT_3_2.mp3
249,NA,left,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,7,IHG_IHK_5_7.mp3
250,NA,left,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,3,UHB_UHP_5_3.mp3
251,NA,left,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,9,UHD_UHT_5_9.mp3
252,NA,left,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,7,UHG_UHK_5_7.mp3
253,NA,left,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,3,,B,P,NA,NA,6,AAB_AAP_1_6.mp3
254,NA,left,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,3,,D,T,NA,NA,11,AAD_AAT_5_11.mp3
255,NA,left,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,3,,G,K,NA,NA,6,AAG_AAK_3_6.mp3
256,NA,left,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,5,AHB_AHP_3_5.mp3
257,NA,left,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,18,AHD_AHT_3_18.mp3
258,NA,left,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,10,AHG_AHK_3_10.mp3
259,NA,left,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,5,IHB_IHP_5_5.mp3
260,NA,left,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,4,IHD_IHT_3_4.mp3
261,NA,left,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,9,IHG_IHK_5_9.mp3
262,NA,left,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,5,UHB_UHP_5_5.mp3
263,NA,left,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,11,UHD_UHT_5_11.mp3
264,NA,left,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,9,UHG_UHK_5_9.mp3
265,NA,left,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,3,,B,P,NA,NA,8,AAB_AAP_1_8.mp3
266,NA,left,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,3,,D,T,NA,NA,13,AAD_AAT_5_13.mp3
267,NA,left,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,3,,G,K,NA,NA,8,AAG_AAK_3_8.mp3
268,NA,left,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,7,AHB_AHP_3_7.mp3
269,NA,left,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,20,AHD_AHT_3_20.mp3
270,NA,left,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,12,AHG_AHK_3_12.mp3
271,NA,left,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,7,IHB_IHP_5_7.mp3
272,NA,left,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,6,IHD_IHT_3_6.mp3
273,NA,left,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,11,IHG_IHK_5_11.mp3
274,NA,left,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,7,UHB_UHP_5_7.mp3
275,NA,left,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,13,UHD_UHT_5_13.mp3
276,NA,left,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,11,UHG_UHK_5_11.mp3
277,NA,left,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,3,,B,P,NA,NA,12,AAB_AAP_1_12.mp3
278,NA,left,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,3,,D,T,NA,NA,17,AAD_AAT_5_17.mp3
279,NA,left,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,3,,G,K,NA,NA,12,AAG_AAK_3_12.mp3
280,NA,left,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,11,AHB_AHP_3_11.mp3
281,NA,left,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,24,AHD_AHT_3_24.mp3
282,NA,left,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,16,AHG_AHK_3_16.mp3
283,NA,left,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,11,IHB_IHP_5_11.mp3
284,NA,left,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,10,IHD_IHT_3_10.mp3
285,NA,left,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,15,IHG_IHK_5_15.mp3
286,NA,left,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,11,UHB_UHP_5_11.mp3
287,NA,left,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,17,UHD_UHT_5_17.mp3
288,NA,left,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,15,UHG_UHK_5_15.mp3
289,NA,left,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,3,,B,P,NA,NA,14,AAB_AAP_1_14.mp3
290,NA,left,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,3,,D,T,NA,NA,19,AAD_AAT_5_19.mp3
291,NA,left,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,3,,G,K,NA,NA,14,AAG_AAK_3_14.mp3
292,NA,left,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,13,AHB_AHP_3_13.mp3
293,NA,left,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,26,AHD_AHT_3_26.mp3
294,NA,left,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,18,AHG_AHK_3_18.mp3
295,NA,left,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,13,IHB_IHP_5_13.mp3
296,NA,left,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,12,IHD_IHT_3_12.mp3
297,NA,left,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,17,IHG_IHK_5_17.mp3
298,NA,left,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,13,UHB_UHP_5_13.mp3
299,NA,left,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,19,UHD_UHT_5_19.mp3
300,NA,left,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,17,UHG_UHK_5_17.mp3
301,NA,left,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,NA,3,,B,P,NA,NA,16,AAB_AAP_1_16.mp3
302,NA,left,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,NA,3,,D,T,NA,NA,21,AAD_AAT_5_21.mp3
303,NA,left,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,NA,3,,G,K,NA,NA,16,AAG_AAK_3_16.mp3
304,NA,left,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,15,AHB_AHP_3_15.mp3
305,NA,left,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,28,AHD_AHT_3_28.mp3
306,NA,left,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,20,AHG_AHK_3_20.mp3
307,NA,left,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,15,IHB_IHP_5_15.mp3
308,NA,left,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,14,IHD_IHT_3_14.mp3
309,NA,left,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,19,IHG_IHK_5_19.mp3
310,NA,left,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,NA,3,,B,P,NA,NA,15,UHB_UHP_5_15.mp3
311,NA,left,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,NA,3,,D,T,NA,NA,21,UHD_UHT_5_21.mp3
312,NA,left,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,NA,3,,G,K,NA,NA,19,UHG_UHK_5_19.mp3
313,NA,left,NA,NA,coda,AAB_AAP_1,AA,NA,NA,NA,BP,yes,3,,B,P,NA,NA,30,AAB_AAP_1_30.mp3
314,NA,left,NA,NA,coda,AAD_AAT_5,AA,NA,NA,NA,DT,yes,3,,D,T,NA,NA,30,AAD_AAT_5_30.mp3
315,NA,left,NA,NA,coda,AAG_AAK_3,AA,NA,NA,NA,GK,yes,3,,G,K,NA,NA,30,AAG_AAK_3_30.mp3
316,NA,left,NA,NA,coda,AHB_AHP_3,AH,NA,NA,NA,BP,yes,3,,B,P,NA,NA,30,AHB_AHP_3_30.mp3
317,NA,left,NA,NA,coda,AHD_AHT_3,AH,NA,NA,NA,DT,yes,3,,D,T,NA,NA,30,AHD_AHT_3_30.mp3
318,NA,left,NA,NA,coda,AHG_AHK_3,AH,NA,NA,NA,GK,yes,3,,G,K,NA,NA,30,AHG_AHK_3_30.mp3
319,NA,left,NA,NA,coda,IHB_IHP_5,IH,NA,NA,NA,BP,yes,3,,B,P,NA,NA,30,IHB_IHP_5_30.mp3
320,NA,left,NA,NA,coda,IHD_IHT_3,IH,NA,NA,NA,DT,yes,3,,D,T,NA,NA,30,IHD_IHT_3_30.mp3
321,NA,left,NA,NA,coda,IHG_IHK_5,IH,NA,NA,NA,GK,yes,3,,G,K,NA,NA,30,IHG_IHK_5_30.mp3
322,NA,left,NA,NA,coda,UHB_UHP_5,UH,NA,NA,NA,BP,yes,3,,B,P,NA,NA,30,UHB_UHP_5_30.mp3
323,NA,left,NA,NA,coda,UHD_UHT_5,UH,NA,NA,NA,DT,yes,3,,D,T,NA,NA,30,UHD_UHT_5_30.mp3
324,NA,left,NA,NA,coda,UHG_UHK_5,UH,NA,NA,NA,GK,yes,3,,G,K,NA,NA,30,UHG_UHK_5_30.mp3
