index,set,voiced,voiceless,step,underscore,extension,path
356,mug_muck_3,mug,muck,28,_,.mp3,mug_muck_3_28.mp3
357,nag_knack_3,nag,knack,28,_,.mp3,nag_knack_3_28.mp3
358,nab_nap_1,nab,nap,20,_,.mp3,nab_nap_1_20.mp3
359,rag_rack_3,rag,rack,26,_,.mp3,rag_rack_3_26.mp3
360,rib_rip_3,rib,rip,27,_,.mp3,rib_rip_3_27.mp3
361,ride_write_3,ride,write,27,_,.mp3,ride_write_3_27.mp3
362,rig_rick_3,rig,rick,25,_,.mp3,rig_rick_3_25.mp3
363,robe_rope_3,robe,rope,27,_,.mp3,robe_rope_3_27.mp3
364,sag_sack_1,sag,sack,26,_,.mp3,sag_sack_1_26.mp3
365,seed_seat_3,seed,seat,26,_,.mp3,seed_seat_3_26.mp3
366,send_sent_3,send,sent,25,_,.mp3,send_sent_3_25.mp3
367,shag_shack_3,shag,shack,27,_,.mp3,shag_shack_3_27.mp3
368,slab_slap_1,slab,slap,27,_,.mp3,slab_slap_1_27.mp3
369,slid_slit_1,slid,slit,28,_,.mp3,slid_slit_1_28.mp3
370,slide_slight_3,slide,slight,26,_,.mp3,slide_slight_3_26.mp3
371,slob_slop_3,slob,slop,28,_,.mp3,slob_slop_3_28.mp3
372,snag_snack_3,snag,snack,27,_,.mp3,snag_snack_3_27.mp3
373,sob_sop_3,sob,sop,28,_,.mp3,sob_sop_3_28.mp3
374,swab_swap_3,swab,swap,25,_,.mp3,swab_swap_3_25.mp3
375,wed_wet_3,wed,wet,24,_,.mp3,wed_wet_3_24.mp3
376,weed_wheat_3,weed,wheat,26,_,.mp3,weed_wheat_3_26.mp3
377,whig_wick_1,whig,wick,15,_,.mp3,whig_wick_1_15.mp3
378,wide_white_3,wide,white,18,_,.mp3,wide_white_3_18.mp3
379,ban_pan_1,ban,pan,21,_,.mp3,ban_pan_1_21.mp3
380,barrel_peril_3,barrel,peril,27,_,.mp3,barrel_peril_3_27.mp3
381,bay_pay_1,bay,pay,23,_,.mp3,bay_pay_1_23.mp3
382,bear_pair_1,bear,pair,22,_,.mp3,bear_pair_1_22.mp3
383,beer_peer_1,beer,peer,21,_,.mp3,beer_peer_1_21.mp3
384,bin_pin_3,bin,pin,24,_,.mp3,bin_pin_3_24.mp3
385,bloom_plume_3,bloom,plume,27,_,.mp3,bloom_plume_3_27.mp3
386,bony_pony_1,bony,pony,17,_,.mp3,bony_pony_1_17.mp3
387,bore_pore_1,bore,pore,26,_,.mp3,bore_pore_1_26.mp3
388,bowl_pole_1,bowl,pole,25,_,.mp3,bowl_pole_1_25.mp3
389,bull_pull_3,bull,pull,25,_,.mp3,bull_pull_3_25.mp3
390,bully_pulley_3,bully,pulley,23,_,.mp3,bully_pulley_3_23.mp3
391,bun_pun_3,bun,pun,21,_,.mp3,bun_pun_3_21.mp3
392,burly_pearly_3,burly,pearly,24,_,.mp3,burly_pearly_3_24.mp3
393,dame_tame_1,dame,tame,23,_,.mp3,dame_tame_1_23.mp3
394,dare_tear_1,dare,tear,24,_,.mp3,dare_tear_1_24.mp3
395,deal_teal_1,deal,teal,21,_,.mp3,deal_teal_1_21.mp3
396,dial_tile_1,dial,tile,25,_,.mp3,dial_tile_1_25.mp3
397,die_tie_1,die,tie,28,_,.mp3,die_tie_1_28.mp3
398,dime_time_3,dime,time,27,_,.mp3,dime_time_3_27.mp3
399,din_tin_3,din,tin,23,_,.mp3,din_tin_3_23.mp3
400,doll_tall_3,doll,tall,24,_,.mp3,doll_tall_3_24.mp3
401,dollar_taller_3,dollar,taller,25,_,.mp3,dollar_taller_3_25.mp3
402,doom_toom_3,doom,tomb,22,_,.mp3,doom_toom_3_22.mp3
403,dough_toe_3,dough,toe,25,_,.mp3,dough_toe_3_25.mp3
404,drain_train_1,drain,train,21,_,.mp3,drain_train_1_21.mp3
405,dry_try_3,dry,try,20,_,.mp3,dry_try_3_20.mp3
406,duel_tool_1,duel,tool,20,_,.mp3,duel_tool_1_20.mp3
407,gain_cane_3,gain,cane,25,_,.mp3,gain_cane_3_25.mp3
408,gale_kale_1,gale,kale,26,_,.mp3,gale_kale_1_26.mp3
409,gallery_calorie_3,gallery,calorie,24,_,.mp3,gallery_calorie_3_24.mp3
410,game_came_3,game,came,18,_,.mp3,game_came_3_18.mp3
411,girly_curly_3,girly,curly,22,_,.mp3,girly_curly_3_22.mp3
412,glue_clue_3,glue,clue,19,_,.mp3,glue_clue_3_19.mp3
413,goal_coal_3,goal,coal,23,_,.mp3,goal_coal_3_23.mp3
414,gore_core_3,gore,core,21,_,.mp3,gore_core_3_21.mp3
415,grain_crain_3,grain,crain,22,_,.mp3,grain_crain_3_22.mp3
416,grew_crew_3,grew,crew,24,_,.mp3,grew_crew_3_24.mp3
417,grill_krill_3,grill,krill,18,_,.mp3,grill_krill_3_18.mp3
418,grime_crime_3,grime,crime,23,_,.mp3,grime_crime_3_23.mp3
419,grow_crow_1,grow,crow,18,_,.mp3,grow_crow_1_18.mp3
420,gruel_cruel_3,gruel,cruel,22,_,.mp3,gruel_cruel_3_22.mp3
